Label,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50
5,2325.6959746086,1882.9324625385295,1813.3053376873077,1791.0546586504715,1856.8066652424695,1853.0565507980589,1837.9310892056037,1927.558824427015,1957.309732352672,2025.561815240944,2025.8118228705707,2058.68782616657,2186.1917172765284,2242.818445387127,2399.448225348674,2517.5768303476057,2606.329538865322,2711.957762382885,3108.8448744163334,3059.5933713797417,3129.845515305032,3219.223242896817,3264.724631488998,3232.098635822627,3278.8500625629445,3280.600115970336,3204.472792748802,3260.849513229774,3248.224127933592,3250.099185155797,3298.475661488693,3350.727256080813,3334.851771599475,3313.3511154515213,3311.476058229316,3354.6023743400374,3334.35175634022,3347.9771721549123,3350.352244636372,3343.352031006806,3345.977111117893,3378.7281105990787,3372.352916043581,3376.72804956206,3381.47819452498,3377.978087710196,3388.478408154546,3403.2288583025606,3376.9780571916867,3388.2284005249185
6,3126.595416119877,2017.186559648427,1825.5557115390488,1885.5575426496168,1905.3081453901796,1914.6834315012056,1916.5584887234108,1822.8056276131476,1845.9313333536788,1860.9317911313208,1871.807123020112,1848.431409649953,1844.306283761101,1880.3073824274425,1895.9328592791528,1918.9335612048708,1927.183812982574,1922.808679464095,1911.4333323160497,1893.3077791680653,1868.557023834956,1850.8064821314128,1860.806787316508,1888.5576342051456,1888.8076418347728,1891.1827143162327,1901.1830195013276,1878.432325205237,1891.682729575488,1919.183568834498,1961.184850611896,1934.5590380565811,1948.0594500564591,1893.6827906125063,1869.432050538652,1923.683706167791,2034.0620746482743,2121.564745017853,2272.319345683157,2206.9423505356,2223.0678426465647,2216.44264046144,2338.696371349224,2269.194250312815,2283.6946928312022,2301.570238349559,2244.443494979705,2372.447401348918,2545.577684865871,2507.951536606952
7,3183.097140415662,3325.9765007477035,3350.9772637104406,3348.227179784539,3342.727011932737,3326.101504562517,3309.3509933774835,3310.6010315256203,3220.723288674581,3255.2243415631583,3203.7227698599204,3109.219885860775,3117.2201300088504,3030.5924863429677,3046.467970824305,2953.0901211584824,3006.216742454298,2979.090914639729,2866.337473677785,2794.960295419172,2725.083162938322,2728.2082583086644,2659.0811487166966,2577.07864619892,2437.449385052034,2492.076052125614,2515.7017731254005,2560.328135013886,2524.3270363475444,2446.4496597186194,2306.1953794976657,2145.6904812768944,2049.8125553147984,2050.812585833308,1938.6841639454328,1890.1826837977237,1955.55967894528,1897.932920316172,1848.806421094394,1878.3073213904236,1905.933164464248,1861.6818140202035,1795.1797845393232,1695.426740318003,1677.9262062440869,1692.9266640217293,1685.926450392163,1718.802453688162,1751.9284646137885,1794.9297769096956
8,2316.9457075716423,2850.5869930112617,3091.969359416486,3044.217902157659,3078.3439436017948,3139.845820490128,3187.347270119328,3218.723227637562,3236.223761711478,3238.4738303781246,3244.224005859554,3235.473738822596,3240.223883785516,3230.9736014893037,3223.098361156041,3288.225348673971,3260.7245094149603,3196.097537156286,3204.597796563616,3206.09784234138,3030.34247871334,2925.964293343913,2957.3402508621484,2952.8401135288555,2898.3384502700887,2814.4608905301066,2732.4583880123296,2548.2027649769584,2490.0759910885954,2528.4521622363964,2483.7007965330977,2249.69365520188,2240.3183690908536,2150.5656300546284,2079.563463240456,1912.808374279,1897.6829126865443,1940.9342326120795,1973.560228278451,1990.435743278298,1967.4350413525808,1927.683828241829,1880.3073824274425,1896.5578783532208,1880.6823938718835,1842.806237983337,1790.3046357615897,1782.9294106875818,1764.6788537247842,1720.5525070955537
9,2379.197607348857,2914.7139500106814,3154.4712668233283,3168.846705526902,3222.848353526414,3279.600085451827,3338.476882229072,3354.2273628955963,3374.3529770805994,3344.352061525315,3318.6012756736964,3311.101046784875,3312.601092562639,3320.851344340342,3323.601428266244,3326.8515274513998,3245.4740440076907,3129.470503860592,2972.590716269417,2911.713858455153,2842.586748863186,2871.962645344401,2864.212408825953,2951.590075380718,2907.0887173070464,2945.589892269661,2889.5881832331306,2773.5846430860315,2607.0795617542044,2475.950560014649,2477.4506057924127,2485.2008423108614,2571.3284707174903,2454.3249000518817,2511.0766319772943,2511.0766319772943,2433.949278237251,2329.196081423383,2378.322580645161,2277.694509720145,1906.3081759086888,1824.8056886501663,1787.4295480208746,1833.0559404278692,1862.8068483535264,1895.3078402050844,1905.1831415753652,1870.8070925016025,1908.8082522049624,1952.1845759453108
a,1632.799829096347,3021.592211676382,3056.093264564958,3193.097445600757,3174.3468733787045,3245.0990325632497,3225.598437452315,3056.4682760094,2875.3377483443705,2862.337351603748,2463.200170903653,2182.566606646931,1772.179082613605,1648.050294503617,1745.678273873104,1997.3109530930508,2285.819757683035,2536.3274025696587,2839.211645863216,3168.7217017120884,3311.101046784875,3341.3519699697868,3243.2239753410445,2974.840784936064,2705.832575457015,2394.823084200568,2117.9396343882568,1856.056642353588,1828.8058107242043,1920.3086031678213,2218.317697683645,2586.0789208655046,2983.966063417463,3206.347849971008,3330.476638080996,3349.2272103030487,3164.8465834528647,2822.711142307809,2479.200659199805,2429.5741447187715,2147.9405499435406,1931.3089388714257,1776.179204687643,1846.0563371684927,2088.438734092227,2341.071443830684,2737.583544419691,3076.093874935148,3228.0985137485886,3347.2271492660298
b,3229.348551896725,3306.225898007141,3282.3501693777275,3216.848170415357,3259.599475081637,3335.726798303171,3365.6027100436413,3337.1018402661216,3342.727011932737,3325.101474044008,3285.850276192511,3323.601428266244,3329.851619006928,3262.349559007538,3169.8467360454115,3166.346629230629,2980.2159489730525,3048.593035676138,2963.4654377880183,2936.339609973449,2965.7155064546646,3003.3416547135835,2964.3404644917146,2982.3410138248846,3023.3422650837733,2908.963774529252,2840.7116916409805,2769.5845210119937,2826.3362529374067,2752.208990752892,2707.7076326792203,2654.581011383404,2566.2033143101294,2598.704306161688,2556.703024384289,2561.953184606464,2463.5751823480946,2463.0751670888394,2466.200262459181,2338.196356089969,2198.9421063875243,2258.443922238838,2287.069795831172,2380.8226569414346,2402.6983245338297,2256.9438764610736,2246.818567461165,2163.9410382396923,2084.563615833003,2010.3113498336745
c,1810.4302499465928,2023.5617542039247,2141.565355388043,2089.188756981109,2254.693807794428,2422.448927274392,2562.578203680532,2516.076784569841,2444.824610126041,2524.5770439771723,2575.578600421155,2632.080324716941,2555.3279824213387,2484.4508194219798,2473.075472273934,2334.821253089999,2465.8252510147404,2539.202490310373,2609.204626606037,2597.079256569109,2596.704245124668,2591.954100161748,2802.5855281228064,2930.0894192327646,3010.2168645283364,3040.967802972503,3241.848933378094,3279.225074007385,3287.600329599902,3244.974028748436,3253.5992919705805,3359.3525193029573,3402.103823969237,3430.729697561571,3470.73091830195,3482.8562883388777,3418.104312265389,3259.0994598223824,3297.4756309701834,3248.974150822474,3146.9710379345074,3130.4705343791006,3010.34186834315,2904.588641010773,2804.5855891598253,2870.962614825892,2934.839564195685,3008.591814935759,2850.837000640889,2714.707846308786
d,2182.3165990173043,1966.810022278512,2320.8208258308664,2463.825189977721,2548.4527726065858,2714.3328348643454,2851.087008270516,2893.963316751609,2800.460463270974,2743.3337199011203,2814.710898159734,2855.0871303445538,2877.33780938139,2751.208960234382,2642.8306527909176,2694.207220679342,2545.4526810510574,2434.3242896816923,2539.07748649556,2684.706930753502,2807.835688344981,2699.7073885311443,2626.580156865138,2724.458143864253,2810.085757011628,3155.346293527024,3183.847163304544,3116.095095675528,3082.219061861019,3150.4711447492905,3201.597705008088,3263.7246009704886,3313.7261268959624,3311.476058229316,3322.851405377361,3303.725821710868,3262.474562822352,3211.097994933927,3239.3488570818204,3244.7240211188087,3287.350321970275,3214.098086489456,3147.096041749321,3120.3452253791925,3048.968047120579,3142.0958891567734,3095.094454786828,3034.0925931577503,3021.467207861568,2979.215918454543
e,3340.9769585253457,3322.1013824884794,3149.5961180455947,3045.8429517502364,3003.841669972838,3058.3433332316054,3083.96911526841,3035.09262367626,2969.96563615833,3017.7170934171577,3136.0957060457167,3139.2208014160587,3140.9708548234503,3145.971007415998,3143.720938749352,3056.343272194586,2901.963560899685,2679.331766716514,2377.0725424970246,2381.697683645131,2405.323404644917,2257.3188879055147,2227.817987609485,2277.9445173497725,2322.9458906826994,2216.067629016999,2140.0653096102787,2234.193182164983,2369.947325052645,2495.201147495957,2540.577532273324,2447.82470168157,2333.1962034974213,2349.3216956083866,2325.195959349345,2348.696676534318,2308.820459608753,2152.8156987212747,2135.6901760917995,2155.190771202734,2227.692983794672,2246.443556016724,2288.944853053377,2236.693258461257,2272.4443494979705,2112.564470351268,2147.0655232398453,2202.442213202308,2151.065645313883,1988.8106936857205
f,1805.0550859096045,2146.4405041657765,2092.93887142552,2008.561296426283,1973.935239722892,1989.310708944975,1917.5585192419203,1970.9351481673636,2171.3162633137,2189.066805017243,2278.444532609028,2295.5700552385024,2268.819238868374,2245.943540757469,2175.066377758111,2265.694143498032,2295.5700552385024,2268.1942197943054,2197.692068239387,2165.191076387829,2160.4409314249096,2146.940519425031,2139.565294351024,2132.565080721457,2114.8145390179143,2112.564470351268,2103.314188055056,2095.188940092166,2094.438917203284,2157.315836054567,2052.687643055513,2055.062715536973,2179.566515091403,2242.4434339426866,2347.6966460158083,2380.6976531266214,2387.072847682119,2466.5752739036225,2597.579271828364,2755.0840784936063,2666.0813623462627,2686.4569841608936,2635.2054200872826,2554.8279671620835,2499.701284829249,2479.3256630146184,2603.8294625690487,2666.581377605518,2905.213660084841,3124.845362712485
g,3264.474623859371,2658.956144901884,2400.4482558671834,2360.197027497177,2352.8218024231696,2223.9428693502614,2087.4387035737177,2026.5618457594533,1974.0602435377057,1937.059114352855,1869.5570543534652,1892.682760093997,1862.93185216834,1902.9330729087192,1905.3081453901796,1819.6805322428052,1838.1810968352304,1864.3068941312904,2038.6872157963808,2153.315713980529,2429.3241370891446,2666.8313852351453,2866.587481307413,2942.589800714133,2947.339945677053,2965.8405102694783,2937.214636677145,2954.5901669362465,2907.838740195929,2828.086306344798,2801.835505233925,2890.338206122013,3003.091647083957,3129.345500045777,3178.0969878231144,3273.474898525956,3272.974883266701,3284.9752494888157,3335.35178685873,3347.4771568956576,3366.102725302896,3368.227790154729,3362.1026032288587,3381.978209784234,3419.6043580431533,3424.604510635701,3427.854609820856,3423.7294839320043,3426.6045716727194,3430.604693746757
h,3142.2208929715875,2933.214514603106,2676.206671346172,2466.700277718436,2522.8269905697807,2540.077517014069,2442.824549089022,2495.701162755211,2362.0720847193825,2238.068300424208,2284.194708090457,2336.8213141270176,2148.94058046205,2031.812005981628,2055.6877346110414,2054.312692648092,2071.688222907193,1899.5579699087496,1831.430890835292,1836.5560472426528,1844.5562913907288,1857.1816766869108,1807.680166020692,1807.0551469466232,1793.0547196874904,1763.4288155766474,1767.053926206244,1794.8047730948822,1839.0561235389264,1842.806237983337,1839.556138798181,1837.5560777611624,1835.806024353771,1840.306161687063,1907.1832026123843,1976.6853236487927,1982.0604876857813,2139.440290536211,2220.19275490585,2345.0715659047214,2295.8200628681293,2477.7006134220405,2657.4560991241187,2798.835413678396,2726.4582049012724,2898.7134617145302,2844.586809900204,2957.465254676961,3145.595995971557,3213.723075045015
i,3326.101504562517,3032.842555009613,2869.462569048128,2713.0827967162086,2592.70412305063,2511.95165868099,2514.451734977264,2555.953001495407,2404.198370311594,2212.817529831843,2002.3111056855985,1853.6815698721275,1843.056245612964,1931.0589312417983,1916.3084810937837,1827.4307687612536,1768.1789605395672,1763.3038117618337,1734.9279457991272,1736.3029877620777,1743.4282052064575,1806.805139316996,1797.5548570207832,1818.555497909482,1814.805383465072,1803.55504013184,1780.179326761681,1770.8040406506548,1760.9287392803735,1727.3027130954924,1719.8024842066716,1725.0526444288462,1730.177800836207,1732.677877132481,1697.301797540208,1687.5514999847408,1729.427777947325,1705.302041688284,1691.5516220587788,1702.6769615771966,1691.801629688406,1714.4273201696828,1707.677114169744,1701.801934873501,1691.1766106143375,1711.3022247993408,1750.1784112063965,1717.4274117252114,1758.1786553544723,1750.6784264656517
j,2316.445692312387,2663.8312936796165,2816.585955381939,2777.459761345256,2895.213354899747,2993.341349528489,3082.344065675833,3044.342905972472,3205.222815637685,3268.974761192663,3225.473433637501,2313.070589312418,2585.453901791436,2883.713003936888,3131.595568712424,3251.599230933561,3321.3513595995973,3352.6023133030185,3289.975402081362,3097.219519638661,2777.084749900815,2430.574175237281,2135.0651570177315,1886.1825617236852,1765.3038727988526,1779.6793115024263,1866.556962797937,2106.9392986846524,2269.444257942442,2528.202154606769,2837.4615924558248,3089.219275490585,3308.850978118229,3351.3522751548817,3187.472273934141,2998.3415021210367,2705.0825525681325,2297.6951200903345,2005.686208685568,1835.0560014648884,1758.6786706137275,1853.5565660573136,2045.3124179815056,2380.447645496994,2789.210119937742,3044.5929136021,3264.474623859371,3324.3514511551257,3185.847224341564,2964.965483565783
k,2890.58821375164,2747.2088381603444,2415.9487289040803,2165.816095461898,1936.0590838343453,1827.8057802056949,1957.5597399822996,2251.06869716483,2658.831141087069,2915.0889614551224,3231.9736320078127,3401.478804895169,3371.1028778954437,3160.97146519364,2817.460982085635,2403.823358867153,2053.562669759209,1858.6817224646747,1809.5552232428968,1953.1846064638205,2240.0683614612262,2575.578600421155,2861.087313455612,3150.346140934477,3359.602526932585,3366.3527329325234,3148.346079897457,2938.2146671956543,2586.953947569201,2196.192022461623,1906.183172093875,1800.5549485763115,1923.4336985381635,2237.3182775353253,2465.3252357554857,2722.833094271676,3063.7184972685936,3293.225501266518,3383.728263191625,3383.6032593768123,3334.976775414289,3324.976470229194,3356.6024353770563,3372.602923673208,3364.9776909695734,3148.721091341899,3170.9717703787346,3019.467146824549,2918.339060640278,2990.0912503433333
l,2172.066286202582,1814.555375835444,1757.0536210211494,1764.0538346507158,1797.179845576342,1799.929929502243,1863.806878872036,1819.8055360576188,1800.0549333170568,1855.80663472396,1890.3076876125367,1982.935514389477,1923.3086947233496,2022.936735129856,2120.189703054903,2196.0670186468096,2238.8183233130894,2367.822260200812,2373.1974242378,2473.3254799035617,2418.9488204596087,2451.949827570422,2339.321390423292,2533.202307199316,2739.3335978270825,2847.336893826106,2650.830896938993,2788.2100894192326,2865.8374584185312,3012.841944639424,3107.344828638569,3189.0973235267197,3204.472792748802,3162.8465224158454,3120.59523300882,3023.7172765282144,3099.21958067568,3122.345286416212,3198.9726248970005,3269.9747917111727,3323.101413006989,3354.2273628955963,3312.3510849330123,3336.4768211920527,3361.727591784417,3335.9768059327985,3311.101046784875,3290.475417340617,3148.721091341899,3090.2193060090945
m,2442.5745414593957,1803.930051576281,1795.304788354137,1798.054872280038,1797.8048646504103,1793.3047273171178,1824.305673390912,1901.6830347605824,1959.684804834132,1974.9352702414012,2091.0638142033145,2210.567461165197,2189.816827906125,2200.942167424543,2308.445448164311,2273.44438001648,2212.067506942961,2300.9452192754907,2335.571275978881,2673.4565874202704,2727.7082430494097,2711.207739494004,2679.456770531327,2765.3343913083286,2869.712576677756,2927.8393505661184,2987.716177861873,3021.592211676382,2937.3396404919586,3067.968626972259,3091.0943327127907,3176.971953489792,3179.0970183416243,3214.3480941190837,3200.972685934019,3209.0979338969087,3244.224005859554,3329.726615192114,3337.6018555253763,3303.100802636799,3348.102175969725,3347.9771721549123,3374.977996154668,3338.101870784631,3327.3515427106545,3258.224433118686,3329.1015961180456,3368.727805413984,3368.102786339915,3374.102969450972
n,2981.215979491562,2117.439619129002,1809.5552232428968,1782.0543839838865,1779.1792962431716,1777.1792352061527,1781.679372539445,1785.679494613483,1796.6798303170874,1785.3044831690422,1784.8044679097875,1858.6817224646747,1927.933835871456,1989.685720389416,1968.8100833155308,1938.0591448713644,2075.188329721976,2367.5722525711844,2487.700918607135,2413.19864497818,2321.945860164189,2278.6945402386546,2190.9418622394483,2299.195165868099,2318.5707571642206,2254.9438154240547,2192.941923276467,2166.9411297952206,2290.444898831141,2266.4441663869134,2270.444288460952,2223.8178655354477,2144.0654316843165,2281.194616534928,2483.7007965330977,2541.452558977019,2538.5774712363045,2548.2027649769584,2466.5752739036225,2455.324930570391,2603.8294625690487,2684.956938383129,2600.82937101352,2517.70183416242,2498.326242866299,2559.3281044953765,2513.9517197180094,2492.076052125614,2619.329935605945,2758.58418530839
o,3274.2249214148383,2707.7076326792203,2482.07574694052,2162.691000091556,1994.685872981964,2032.062013611255,1955.3096713156528,1811.055269020661,1745.678273873104,1739.803094576861,1771.6790673543503,1758.9286782433546,1755.8035828730126,1758.4286629841,1743.4282052064575,1746.5533005767998,1747.0533158360547,1735.802972502823,1737.3030182805871,1741.1781365398112,1741.3031403546252,1763.1788079470198,1776.179204687643,1789.3046052430798,1774.9291665395062,1764.6788537247842,1854.4315927610096,1898.5579393902403,1869.8070619830928,1947.184423352764,1927.8088320566424,1996.810937833796,2049.0625324259163,2170.691244239632,2149.065584276864,2171.441267128513,2126.689901425215,2149.815607165746,2165.0660725730154,2298.070131534776,2367.697256385998,2361.1970580156863,2321.695852534562,2226.567949461348,2356.8219244972074,2360.5720389416183,2422.823938718833,2493.5760979033785,2489.5759758293407,2542.702597125157
p,3082.0940580462047,3337.851863155004,3341.851985229041,3336.226813562426,3276.8500015259256,3289.850398266549,3261.7245399334697,3237.723807489242,3281.225135044404,3278.3500473036893,3213.9730826746422,3143.3459273049107,3066.0935697500536,3056.4682760094,2998.8415173802914,2775.584704123051,2649.7058626056705,2562.3281960509053,2306.445387127293,2130.565019684439,2136.190191351054,2213.1925412762844,2262.0690328684345,2296.570085757012,2139.0652790917693,2043.187353129673,2021.9367046113468,1986.3106173894464,2032.8120365001373,2019.1866206854456,2014.4364757225264,1974.9352702414012,1986.935636463515,2064.4380016479995,2102.1891537217325,1988.8106936857205,1977.060335093234,1971.6851710562453,1881.8074282052064,1829.0558183538317,1841.1811883907592,1867.4319895016329,1947.05941953795,2027.436872463149,2043.06234931486,2104.0642109439377,2172.5663014618367,2101.189123203223,2168.191167943358,2053.437665944396
q,1773.3041169469284,1988.560686056093,2204.9422894985805,2220.317758720664,2175.6913968321787,2117.0646076845605,2221.0677816095463,2368.44727927488,2348.321665089877,2282.069643238624,2252.443739127781,2170.441236610004,2276.069460127568,2224.817896053957,2323.5709097567674,2255.1938230536825,2177.4414502395703,2345.196569719534,2299.320169682913,2298.945158238472,2513.576708273568,2791.0851771599478,2936.71462141789,2940.339732047487,2917.2140263069555,2925.589281899472,2797.7103793450724,2725.8331858272045,2684.206915494248,2607.0795617542044,2703.082491531113,2613.454756309702,2553.5779290139467,2489.825983458968,2456.3249610889006,2495.951170384838,2619.079927976318,2588.453993346965,2582.8288216803494,2441.8245185705127,2598.704306161688,2556.953032013917,2689.082064271981,2671.331522568438,2599.0793176061284,2552.9529099398787,2624.455092013306,2657.5811029389324,2570.328440198981,2518.451857051302
r,3206.09784234138,3339.351908932768,3217.4731894894253,3245.974059266945,3293.3505050813314,3334.851771599475,3322.976409192175,3316.601214636677,3341.4769737846004,3354.2273628955963,3354.35236671041,3349.352214117863,3266.9747001556443,3286.225287636952,3293.1004974517045,3306.85091708121,3318.4762718588827,3328.601580858791,3320.9763481551563,3283.1001922666096,3256.099368266854,3274.5999328592798,3306.350901821955,3275.099948118534,3197.59758293405,3128.720480971709,3188.09729300821,3099.9696035645616,3008.091799676504,3034.0925931577503,2863.08737449263,2919.714102603229,2806.710654011658,2887.588122196112,2797.2103640858177,2867.712515640736,2946.7149266029846,2971.215674306467,2859.462263863033,2931.589465010529,2950.840052491837,3036.592669454024,3115.9700918607136,3027.217383342997,2900.0885036774803,2718.957976012452,2688.4570451979125,2694.8322397534102,2691.5821405682545,2687.832026123844
s,1792.6797082430494,2089.063753166296,2222.692831202124,2620.8299813837093,2738.0835596789457,2737.9585558641315,2798.585406048769,2958.215277565844,3029.2174443800163,3091.594347972045,3117.0951261940363,3129.470503860592,3158.096377452925,3212.973052156133,3237.098788415174,3222.0983306375315,3311.851069673757,3340.6019470809047,3332.6017029328286,3345.602099673452,3333.351725821711,3267.349711600086,3221.3483077486494,3040.467787713248,2959.5903195287947,2825.3362224188973,2724.3331400494403,2634.08038575396,2369.947325052645,2308.3204443494983,2237.193273720512,2248.818628498185,2305.570360423597,2243.8184759056367,2242.3184301278725,2275.069429609058,2216.44264046144,2169.8162175359357,2083.938596758934,2051.062593462936,2055.562730796228,2059.062837611011,2079.0634479812006,2057.8127994628744,2061.06289864803,2093.4388866847744,1982.6855067598497,1943.5593127231664,1909.1832636494032,1925.9337748344367
t,1798.9298989837337,2254.068788720359,2370.447340311899,2367.697256385998,2366.6972258674887,2466.9502853480635,2575.578600421155,2532.827295754875,2472.450453199866,2397.5731681264688,2457.825006866665,2363.447126682333,2295.4450514236883,2278.444532609028,2380.447645496994,2350.4467299417097,2265.944151127658,2431.19919431135,2711.3327433088166,3120.9702444532604,3241.5989257484666,3337.976866969817,3355.227393414106,3340.7269508957183,3319.7263100070195,3347.352153080844,3358.727500228889,3358.8525040437025,3376.2280343028046,3375.853022858364,3390.478469191565,3356.1024201178016,3345.977111117893,3346.1021149327066,3336.4768211920527,3301.1007415997806,3331.7266762291333,3318.4762718588827,3275.3499557481614,3311.351054414503,3324.1014435254983,3299.7256996368296,3299.350688192389,3190.722373119297,3123.220313119907,3071.218726157414,2996.09143345439,3024.717307046724,3018.967131565294,3097.844538712729
u,2585.703909421064,1925.9337748344367,1951.4345530564287,1840.681173131504,1852.681539353618,1873.6821802423167,1787.8045594653156,1788.5545823541977,1752.428479873043,1744.928250984222,1744.928250984222,1737.0530106509598,1740.6781212805568,1780.0543229468672,1864.0568865016637,1822.8056276131476,1811.930295724357,1778.9292886135445,1830.6808679464093,1805.8051087984863,1832.6809289834284,1795.8048036133916,1802.1799981688896,1874.557206946013,1951.3095492416155,1963.559923093356,2064.4380016479995,2362.3220923490094,2537.702444532609,2607.5795770134587,2622.7050386059145,2689.082064271981,2884.713034455397,3065.718558305613,3073.718802453688,3167.596667378765,3203.8477736747336,3269.7247840815457,3342.977019562365,3346.727134006775,3354.6023743400374,3356.7274391918704,3333.351725821711,3234.4737083040864,3234.4737083040864,3104.5947447126687,2793.2102420117803,2787.4600665303506,2811.710806604206,2760.7092501602224
v,2051.56260872219,1767.3039338358717,1892.307748649556,1935.1840571306495,2070.188177129429,2167.566148869289,2311.8205511642814,2485.3258461256755,2468.950346385083,2426.199041718802,2496.2011780144658,2717.582934049501,2719.7079989013337,2770.459547715689,2827.0862758262883,2869.837580492569,2961.215369121372,2977.465865047151,3084.594134342479,3159.721427045504,3193.2224494155707,3175.0968962675865,3152.596209601123,3335.8518021179843,3353.7273476363416,3353.852351451156,3332.9767143772697,3339.2269051179537,3304.4758445997504,3252.974272896512,3241.72392956328,3271.349833674123,3291.350444044313,3150.346140934477,3038.3427228614155,3108.9698782311475,3156.971343119602,3148.721091341899,3013.71697134312,2887.588122196112,2958.465285195471,3018.717123935667,3085.219153416547,2924.5892513809627,2947.714957121494,2896.4633930478835,2674.581621753594,2471.950437940611,2511.8266548661763,2531.577257606738
w,1900.9330118717005,2579.828730124821,2839.211645863216,2865.9624622333445,2778.3347880489514,2718.332956938383,2650.5808893093663,2532.077272865993,2475.3255409405806,2586.4539323099457,2880.5879085665456,3030.9674977874083,3209.9729606006044,3269.8497878963594,3239.973876155889,3230.0985747856075,3230.223578600421,3232.22363963744,3238.5988341929383,3236.598773155919,3241.848933378094,3177.4719687490465,3229.598559526353,3288.4753563035983,3255.099337748344,3311.726065858944,3305.6008789330726,3351.602282784509,3320.476332895901,3310.851039155248,3280.850123599964,3250.474196600238,3226.3484603411976,3299.100680562761,3354.477370525224,3382.478225043489,3380.353160191656,3386.103335673085,3380.47816400647,3348.102175969725,3311.976073488571,3241.72392956328,3155.2212897122104,3075.5938596758933,3085.7191686758024,3144.2209540086064,3144.2209540086064,3197.347575304422,3229.598559526353,3196.3475447859128
x,2557.578051087985,2083.938596758934,2055.1877193517867,1832.805932798242,1890.5576952421643,1883.8074892422253,1822.180608539079,1830.3058565019685,1800.8049562059389,1819.6805322428052,1821.5555894650104,1799.929929502243,1810.9302652058475,1797.179845576342,1802.1799981688896,1814.805383465072,1829.930845057528,1882.182439649648,1892.307748649556,1844.5562913907288,1865.0569170201727,1842.306222724082,1902.9330729087192,1910.683309427168,1933.058992278817,1987.43565172277,1970.5601367229224,2042.9373455000457,2087.938718832972,2094.9389324625386,2118.814661091952,1950.8095339823603,2033.6870632038333,2026.81185338908,2046.8124637592696,2025.561815240944,1963.8099307229836,2051.4376049073767,2036.8121585741756,1923.4336985381635,1857.6816919461653,1871.432111575671,1857.056672872097,1865.3069246498003,1865.5569322794277,1923.8087099826043,1933.6840113528856,1929.8088930936613,1993.810846278268,2009.3113193151648
y,1786.0545060579243,2998.8415173802914,3215.4731284524064,3353.102328562273,3347.352153080844,3356.6024353770563,3352.352305673391,3347.2271492660298,3345.7271034882656,3298.350657673879,3267.099703970458,3143.4709311197244,3130.7205420087284,3101.219641712699,3052.343150120548,3135.970702230903,3165.4716025269327,3090.719321268349,3148.2210760826447,3104.094729453413,3158.721396526994,3193.972472304453,3211.7230140079964,3191.84740745262,3205.5978270821256,3162.8465224158454,3176.5969420453507,3192.722434156316,3099.3445844904936,3027.217383342997,3007.3417767876217,2899.838496047853,2935.33957945494,2740.8336436048467,2747.583849604785,2727.7082430494097,2754.709067049165,2773.959654530473,2858.9622486037783,2715.582873012482,2824.711203344829,2815.085909604175,2792.7102267525256,2662.456251716666,2588.078981902524,2497.201208532975,2367.822260200812,2421.948912015137,2342.946501052889,2205.1922971282083
z,1846.30634479812,1777.9292580950348,1853.6815698721275,1896.9328897976625,1865.681936094241,1950.0595110934785,2001.5610827967164,2001.1860713522756,1945.1843623157445,1963.184911648915,2061.187902462844,2247.568590350047,2495.701162755211,2562.7032074953463,2541.0775475325786,2665.956358531449,2831.5864131595813,2935.589587084567,2862.8373668630024,2878.087832270272,2901.338541825617,2841.711722159489,2852.8370616779075,2971.590685750908,2962.7154148991367,2966.340525528733,2908.588763084811,2895.713370159001,2811.210791344951,2846.711874752037,2824.711203344829,2729.7083040864286,2634.5804010132147,2629.9552598651085,2646.4557634205144,2582.8288216803494,2758.8341929380167,2850.9620044557023,2828.711325418866,2903.713614307077,2848.5869319742424,2839.461653492843,2909.713797418134,2885.7130649739065,2918.9640797143466,2863.837397381512,2833.961485641041,2832.5864436780907,2958.3402813806574,3046.342967009491
0,3351.102267525254,2922.46418652913,2660.8312021240886,2261.56901760918,2246.068544572283,2223.317850276193,2131.565050202948,2030.1869563890496,1997.9359721671196,1868.4320200201423,1791.1796624652854,1765.0538651692254,1777.3042390209662,1856.5566576128424,2015.0614947965944,1990.9357585375528,2040.187261574145,2103.5641956846825,2153.315713980529,2042.5623340556049,1913.8084047975096,1960.059816278573,1991.1857661671804,2058.937833796197,2279.1945554979093,2512.701681569872,2475.575548570208,2537.4524369029814,2613.8297677541427,2608.4546037171544,2601.079378643147,2598.0792870876185,2941.8397778252506,3013.4669637134925,2951.590075380718,2867.962523270364,3008.216803491317,2940.5897396771143,2960.7153538621174,2914.088930936613,2870.962614825892,2832.086428418836,2786.210028382214,2784.7099826044496,2697.457319864498,2634.7054048280283,2787.9600817896053,2928.5893734550004,3021.717215491196,3017.592089602344
